#;Space;Channel;Mean;Median;Min;Max;Std
1274;RGB;Green;107,33;91;0;255;83,29
1274;RGB;Blue;91,57;73;0;255;67,35
1274;HSV;Hue;107,64;43,57;0;358;103,67
1274;HSV;Saturation;39,37;33,59;0;100;24,7
1274;HSV;Value;48,18;43,92;0,78;100;33,08
1274;Lab;Lightness;44,01;40,05;0,08;100;33,31
1274;Lab;Green-Red;2,05;1,99;-35,32;17,93;3,62
1274;Lab;Blue-Yellow;9,6;10,1;-46,38;62,42;15,1
1274;LCH;Lightness;44,01;40,05;0,08;100;33,31
1274;LCH;Chroma;15,31;13,25;0;62,92;10,16
1274;LCH;Hue;146,51;90,76;0,01;359,99;101,72
1275;RGB;Red;112,23;115;0;255;59,88
1275;RGB;Green;105,51;106;0;255;59,03
1275;RGB;Blue;95,75;95;0;248;57,08
1275;HSV;Hue;49,79;36;0;358,89;63,51
1275;HSV;Saturation;19,41;12,7;0;100;18,01
1275;HSV;Value;44,19;45,1;0;100;23,48
1275;Lab;Lightness;43,84;45,49;0;99,83;24,19
1275;Lab;Green-Red;1;0,76;-33,1;29,18;3,8
1275;Lab;Blue-Yellow;6,35;5,36;-7,19;54,42;5,93
1275;LCH;Lightness;43,84;45,49;0;99,83;24,19
1275;LCH;Chroma;7,02;5,74;0;61,38;6,46
1275;LCH;Hue;92,69;83,98;0;360;57,9
1276;RGB;Red;146,83;162;0;255;61,12
1276;RGB;Green;134,88;134;0;255;67,89
1276;RGB;Blue;125,14;112;0;255;75,13
1276;HSV;Hue;92,19;32,5;0;358,42;91,82
1276;HSV;Saturation;27,04;25,39;0;100;19,22
1276;HSV;Value;59,63;63,53;0;100;25,76
1276;Lab;Lightness;56,01;57,95;0;100;26,38
1276;Lab;Green-Red;3,57;2,49;-19,49;26,14;5,45
1276;Lab;Blue-Yellow;7,52;9,05;-20,94;39,69;10,02
1276;LCH;Lightness;56,01;57,95;0;100;26,38
1276;LCH;Chroma;11,85;10,21;0;44,15;7,68
1276;LCH;Hue;128,7;75,99;0;359,93;90,71
1277;RGB;Red;124,28;116;1;255;51,63
1277;RGB;Green;104,91;99;0;255;44,08
1277;RGB;Blue;81,86;78;0;255;37,37
1277;HSV;Hue;36,83;34,84;0;356;13,68
1277;HSV;Saturation;33,66;31,88;0;100;16,98
1277;HSV;Value;48,76;45,49;0,39;100;20,22
1277;Lab;Lightness;45,08;43,01;0,25;100;18,04
1277;Lab;Green-Red;4,27;2,47;-8,69;25,26;5,59
1277;Lab;Blue-Yellow;15,74;15,06;-3,55;48,38;8,99
1277;LCH;Lightness;45,08;43,01;0,25;100;18,04
1277;LCH;Chroma;16,8;15,69;0;49,7;9,79
1277;LCH;Hue;80,15;79,29;0,06;359,99;17,1
1278;RGB;Red;119,03;144;0;217;63,63
1278;RGB;Green;128,2;161;0;231;76,33
1278;RGB;Blue;141,04;181;0;253;86,25
1278;HSV;Hue;181,77;210,86;0;357,6;90,2
1278;HSV;Saturation;32,97;19,66;0;100;26,44
1278;HSV;Value;56,99;70,98;0;99,22;31,42
1278;Lab;Lightness;51,82;65,56;0;91,17;30,51
1278;Lab;Green-Red;-0,36;-1,63;-6,61;13,34;2,7
1278;Lab;Blue-Yellow;-7,55;-11,41;-15,42;40,76;8,1
1278;LCH;Lightness;51,82;65,56;0;91,17;30,51
1278;LCH;Chroma;10,31;12,05;0;40,88;4,87
1278;LCH;Hue;208,72;259,76;0;359,99;100,62
1279;RGB;Red;127,1;115;0;255;71,53
1279;RGB;Green;126,9;115;0;255;74,92
1279;RGB;Blue;124,57;117;0;255;81,86
1279;HSV;Hue;120,07;66,86;0;359,05;97,25
1279;HSV;Saturation;22,82;12,5;0;100;26,59
1279;HSV;Value;52,88;47,06;0;100;29,71
1279;Lab;Lightness;51,6;48,51;0;100;29,43
1279;Lab;Green-Red;0,13;-0,09;-17,35;36,25;3,41
1279;Lab;Blue-Yellow;1,59;1,63;-29,97;41,9;9,44
1279;LCH;Lightness;51,6;48,51;0;100;29,43
1279;LCH;Chroma;7,9;6,55;0;42,72;6,4
1279;LCH;Hue;166,09;116,53;0;360;93,73
1280;RGB;Red;131,88;124;3;255;55,68
1280;RGB;Green;109,28;99;0;255;63,77
1280;RGB;Blue;91,16;76;0;255;63,01
1280;HSV;Hue;48,12;32,5;0;358,93;58,42
1280;HSV;Saturation;37,86;35,33;0;100;24,39
1280;HSV;Value;52,26;49,02;1,18;100;22,01
1280;Lab;Lightness;47,17;43,55;0,27;100;23,81
1280;Lab;Green-Red;7,12;4,17;-40,52;40,25;10,1
1280;Lab;Blue-Yellow;14,36;14,51;-27,29;51,64;9,82
1280;LCH;Lightness;47,17;43,55;0,27;100;23,81
1280;LCH;Chroma;18,14;16,3;0;63,34;11,23
1280;LCH;Hue;85,01;74,29;0;359,99;55,28
1281;RGB;Red;150,73;174;0;255;55,81
1281;RGB;Green;133,02;152;0;255;53,27
1281;RGB;Blue;114,25;126;0;255;53,58
1281;HSV;Hue;50,33;36,25;0;359,38;50,31
1281;HSV;Saturation;26,46;23,08;0;100;19,45
1281;HSV;Value;59,32;68,63;0;100;21,83
1281;Lab;Lightness;55,95;65,2;0;100;21,57
1281;Lab;Green-Red;4,1;1,35;-18,7;40,52;6,87
1281;Lab;Blue-Yellow;12,76;10,61;-18,73;68,29;9,91
1281;LCH;Lightness;55,95;65,2;0;100;21,57
1281;LCH;Chroma;14,27;11,02;0;68,33;11,02
1281;LCH;Hue;89,27;81,61;0;359,85;41,53
1282;RGB;Red;106,95;108;0;255;48,32
1282;RGB;Green;99,7;103;0;255;52,97
1282;RGB;Blue;95,02;103;0;255;60,18
1282;HSV;Hue;107,08;38,18;0;358,6;103,42
1282;HSV;Saturation;25,32;12,57;0;100;27,79
1282;HSV;Value;43,79;43,53;0;100;20,17
1282;Lab;Lightness;42,1;44;0;100;21,19
1282;Lab;Green-Red;2,9;1,11;-12,35;23,49;4,84
1282;Lab;Blue-Yellow;4,2;2,26;-21,87;40,61;10,74
1282;LCH;Lightness;42,1;44;0;100;21,19
1282;LCH;Chroma;8,94;5,42;0;43,01;9,21
1282;LCH;Hue;149,83;89,5;0;359,99;103,89
1283;RGB;Red;88,6;70;0;255;64,45
1283;RGB;Green;78,78;57;0;255;65,91
1283;RGB;Blue;75,56;54;0;255;63,68
1283;HSV;Hue;125,74;37,5;0;359,44;133,89
1283;HSV;Saturation;23,82;20,55;0;100;18,45
1283;HSV;Value;35,12;28,24;0;100;25,21
1283;Lab;Lightness;32,94;25,17;0;100;26,49
1283;Lab;Green-Red;3,77;2,1;-25,26;68,19;5,96
1283;Lab;Blue-Yellow;3,52;2,45;-86,26;58,05;5,14
1283;LCH;Lightness;32,94;25,17;0;100;26,49
1283;LCH;Chroma;6,85;5;0;109,96;6,45
1283;LCH;Hue;120,4;72,98;0;360;110,69
1284;RGB;Red;97,85;79;0;255;73,32
1284;RGB;Green;87,37;66;0;255;80,02
1284;RGB;Blue;84,06;61;0;255;79,5
1284;HSV;Hue;110,53;60;0;359,17;115,01
1284;HSV;Saturation;31,74;25;0;100;26,55
1284;HSV;Value;39,45;32,55;0,39;100;29,07
1284;Lab;Lightness;36,5;28,65;0,06;100;31,11
1284;Lab;Green-Red;4,34;1,26;-16,76;37,76;8,83
1284;Lab;Blue-Yellow;4,17;4,03;-22,72;24,02;6,3
1284;LCH;Lightness;36,5;28,65;0,06;100;31,11
1284;LCH;Chroma;8,97;7,12;0;42,17;8,57
1284;LCH;Hue;105,91;83,68;0;359,99;79,72
1285;RGB;Red;107,7;108;0;255;62,79
1285;RGB;Green;105,52;102;0;255;67,08
1285;RGB;Blue;102,62;92;0;255;71,24
1285;HSV;Hue;106,79;45;0;357,39;96,57
1285;HSV;Saturation;17,59;14,85;0;100;13,02
1285;HSV;Value;44,16;43,14;0;100;26,44
1285;Lab;Lightness;43,32;43,47;0;100;26,73
1285;Lab;Green-Red;0,65;0,23;-22,74;21,9;2,44
1285;Lab;Blue-Yellow;2,28;2,47;-53,45;44,02;6,27
1285;LCH;Lightness;43,32;43,47;0;100;26,73
1285;LCH;Chroma;5,98;5,48;0;57,48;3,89
1285;LCH;Hue;144,98;95,77;0;359,98;93,15
1286;RGB;Red;115,03;114;0;255;69,6
1286;RGB;Green;98,09;91;0;255;70,55
1286;RGB;Blue;90,73;77;0;255;68,68
1286;HSV;Hue;104,76;37,5;0;359,54;122,22
1286;HSV;Saturation;27,87;24,29;0;100;21,7
1286;HSV;Value;45,39;44,71;0;100;27,03
1286;Lab;Lightness;41,93;41,39;0;100;27,72
1286;Lab;Green-Red;5,75;1,44;-38,42;64,51;12,19
1286;Lab;Blue-Yellow;7,57;6,86;-10,18;53,11;7,42
1286;LCH;Lightness;41,93;41,39;0;100;27,72
1286;LCH;Chroma;11,6;8,46;0;69,8;12,63
1286;LCH;Hue;107,8;80,97;0;359,99;85,87
1287;RGB;Red;125,46;105;0;255;78,92
1287;RGB;Green;116,76;92;1;255;82,32
1287;RGB;Blue;98,3;65;0;255;84,35
1287;HSV;Hue;42,29;36;0;358,64;32,29
1287;HSV;Saturation;33,53;33,86;0;100;22,15
1287;HSV;Value;50,08;42,35;0,39;100;30,98
1287;Lab;Lightness;47,67;39,89;0,2;100;31,94
1287;Lab;Green-Red;0,86;0,65;-40,58;32,67;7,18
1287;Lab;Blue-Yellow;11,97;11,61;-19,4;69,81;8,35
1287;LCH;Lightness;47,67;39,89;0,2;100;31,94
1287;LCH;Chroma;13,36;12,8;0;79,07;9,31
1287;LCH;Hue;95,43;86,66;0,01;359,81;35,19
1288;RGB;Red;121,3;113;0;255;69,74
1288;RGB;Green;115,51;101;0;255;78,75
1288;RGB;Blue;110,48;88;0;255;83,59
1288;HSV;Hue;116,98;96;0;359,36;94,62
1288;HSV;Saturation;29,62;15,94;0;100;28,69
1288;HSV;Value;50,02;45,1;0;100;29,07
1288;Lab;Lightness;47,56;43,52;0;100;30,57
1288;Lab;Green-Red;2,15;-0,94;-26,31;53,5;8,36
1288;Lab;Blue-Yellow;4,41;2,92;-65,85;46,32;8,46
1288;LCH;Lightness;47,56;43,52;0;100;30,57
1288;LCH;Chroma;9,72;6,64;0;75,6;8,43
1288;LCH;Hue;138,82;119,7;0;360;86,16
1289;RGB;Red;105,81;107;0;255;58,23
1289;RGB;Green;108,51;99;0;255;69,91
1289;RGB;Blue;106,36;86;0;255;77,42
1289;HSV;Hue;89,32;42;0;357,93;90,75
1289;HSV;Saturation;21,88;18,46;0;100;17,22
1289;HSV;Value;46,34;42,35;0;100;29,02
1289;Lab;Lightness;44,2;42,23;0;100;27,43
1289;Lab;Green-Red;-0,37;0,39;-19,81;19,95;5,15
1289;Lab;Blue-Yellow;1,57;2,51;-41,45;44,08;10,37
1289;LCH;Lightness;44,2;42,23;0;100;27,43
1289;LCH;Chroma;8,53;5,47;0;44,44;8
1289;LCH;Hue;128,1;91,26;0;359,99;86,57
1290;RGB;Red;90,15;65;21;241;48,39
1290;RGB;Green;68,17;46;8;215;42,85
1290;RGB;Blue;75,16;82;0;181;17,48
1290;HSV;Hue;145,73;45,98;0;358,12;113,82
1290;HSV;Saturation;55,78;59,74;4,88;100;10,77
1290;HSV;Value;42,26;33,73;8,24;94,51;13,26
1290;Lab;Lightness;31,37;21,52;3,81;86,85;17,05
1290;Lab;Green-Red;13,79;10,67;-6,06;30,11;8,27
1290;Lab;Blue-Yellow;-1,84;5,5;-39,02;55,74;27,54
1290;LCH;Lightness;31,37;21,52;3,81;86,85;17,05
1290;LCH;Chroma;30,89;34,3;1,39;55,87;8,14
1290;LCH;Hue;188,94;91,41;0,6;359,41;116,8
1291;RGB;Red;127,21;104;0;255;71,38
1291;RGB;Green;119,75;95;0;255;73,86
1291;RGB;Blue;115,9;89;0;255;80,55
1291;HSV;Hue;107,92;39,23;0;358,18;112,6
1291;HSV;Saturation;21,83;16,52;0;100;19,84
1291;HSV;Value;51,31;41,57;0;100;28,32
1291;Lab;Lightness;49,46;40,84;0;100;28,67
1291;Lab;Green-Red;2,7;2,63;-14,42;19,43;3,21
1291;Lab;Blue-Yellow;3,71;3,4;-38,72;55,24;9,09
1291;LCH;Lightness;49,46;40,84;0;100;28,67
1291;LCH;Chroma;8,6;7,36;0;55,75;6,33
1291;LCH;Hue;152,24;94,23;0;359,99;107,93
1292;RGB;Red;104,82;98;6;255;64,06
1292;RGB;Green;96,84;87;2;255;55,96
1292;RGB;Blue;50,61;39;0;233;36,85
1292;HSV;Hue;64,44;49,86;0;351,43;46,06
1292;HSV;Saturation;53,59;53,79;0;100;11,26
1292;HSV;Value;41,87;38,43;2,35;100;24,41
1292;Lab;Lightness;39,75;36,98;1,08;99,33;23,1
1292;Lab;Green-Red;-3,77;-3,35;-17,68;11,78;3,53
1292;Lab;Blue-Yellow;26,52;28,55;-2,28;58,04;12,12
1292;LCH;Lightness;39,75;36,98;1,08;99,33;23,1
1292;LCH;Chroma;27,3;28,9;0;58,44;11,47
1292;LCH;Hue;107,24;96,56;0,02;359,64;39,1
1293;RGB;Red;102,29;100;20;199;32,96
1293;RGB;Green;157,28;159;38;255;44,02
1293;RGB;Blue;101,36;99;12;198;36
1293;HSV;Hue;118,02;120,98;62,18;150;9,36
1293;HSV;Saturation;38,28;38,42;20,94;68,42;5,64
1293;HSV;Value;61,68;62,35;14,9;100;17,26
1293;Lab;Lightness;59,47;60,2;12,99;94,65;16,07
1293;Lab;Green-Red;-29,58;-31,76;-40,52;-8,08;5,99
1293;Lab;Blue-Yellow;23,7;24,32;5,33;35,55;3,42
1293;LCH;Lightness;59,47;60,2;12,99;94,65;16,07
1293;LCH;Chroma;37,99;40,22;11,51;51,49;6,37
1293;LCH;Hue;140,86;142,13;107,98;159,78;4,45
1294;RGB;Red;100,97;100;0;255;51,98
1294;RGB;Green;128,93;136;0;255;55,4
1294;RGB;Blue;118,01;119;0;255;52,4
1294;HSV;Hue;131,65;164;0;358;54,64
1294;HSV;Saturation;30,02;32,8;0;100;15,07
1294;HSV;Value;51,54;54,51;0;100;21,58
1294;Lab;Lightness;50,9;55,2;0;100;21,55
1294;Lab;Green-Red;-11,42;-8,79;-33,72;25,82;9,76
1294;Lab;Blue-Yellow;2,97;1,62;-20,94;34,57;6,34
1294;LCH;Lightness;50,9;55,2;0;100;21,55
1294;LCH;Chroma;14,84;13,25;0;41,68;7,38
1294;LCH;Hue;156,58;174,16;0;359,97;44,02
1295;RGB;Red;73,51;55;0;255;66,87
1295;RGB;Green;72,39;51;0;255;61,32
1295;RGB;Blue;61,76;37;0;255;52,87
1295;HSV;Hue;109,35;77,14;0;356,84;70,87
1295;HSV;Saturation;32,8;29,73;0;100;18,32
1295;HSV;Value;30,44;22,35;0;100;25,26
1295;Lab;Lightness;29,1;21,31;0;100;25,94
1295;Lab;Green-Red;-1,17;-1,82;-13,41;21,9;3,25
1295;Lab;Blue-Yellow;6,16;4,6;-20,84;38,29;8,12
1295;LCH;Lightness;29,1;21,31;0;100;25,94
1295;LCH;Chroma;8,53;6,24;0;38,3;6,56
1295;LCH;Hue;148,39;121,14;0;358,94;65,84
1296;RGB;Red;96,12;84;3;255;50,29
1296;RGB;Green;131,19;136;20;255;48,55
1296;RGB;Blue;103,95;105;0;250;45,41
1296;HSV;Hue;123,56;125,71;0;355;44,94
1296;HSV;Saturation;34,02;31,03;0;100;16,05
1296;HSV;Value;51,83;53,33;7,84;100;19,25
1296;Lab;Lightness;51,2;52,71;5,91;99,8;18,75
1296;Lab;Green-Red;-17,26;-15,55;-37,94;15,61;11,31
1296;Lab;Blue-Yellow;11,21;10,39;-9,93;35,75;5,9
1296;LCH;Lightness;51,2;52,71;5,91;99,8;18,75
1296;LCH;Chroma;22,27;22,71;0;39,96;9,51
1296;LCH;Hue;146,78;145,66;0;359,99;34,67
1297;RGB;Red;129,81;133;0;255;50,54
1297;RGB;Green;153,51;176;0;255;62,38
1297;RGB;Blue;106,67;118,5;0;255;56,83
1297;HSV;Hue;92,69;77,37;0;353,33;39,76
1297;HSV;Saturation;40,78;34,78;0;100;15,24
1297;HSV;Value;61,76;70,59;0;100;24,19
1297;Lab;Lightness;59,86;68,29;0;100;23,22
1297;Lab;Green-Red;-15,55;-10,13;-36,23;36,34;11,99
1297;Lab;Blue-Yellow;22,2;18,45;-43,04;70,16;9,95
1297;LCH;Lightness;59,86;68,29;0;100;23,22
1297;LCH;Chroma;30,08;32,13;0;70,3;8,5
1297;LCH;Hue;124,51;120,12;0;358,99;25,1
1298;RGB;Red;120,6;102;0;255;74,85
1298;RGB;Green;113,61;88;3;255;76,28
1298;RGB;Blue;93,87;58;0;255;78,6
1298;HSV;Hue;53,02;45;0;357,78;29,2
1298;HSV;Saturation;32,28;34,48;0;100;20,35
1298;HSV;Value;47,55;40,39;1,18;100;29,5
1298;Lab;Lightness;46,33;38,01;0,59;100;30
1298;Lab;Green-Red;-0,33;-0,68;-22,22;16,15;2,55
1298;Lab;Blue-Yellow;12,29;11,18;-25,21;44,34;7,92
1298;LCH;Lightness;46,33;38,01;0,59;100;30
1298;LCH;Chroma;12,75;11,46;0;44,34;7,59
1298;LCH;Hue;98,74;94,07;0,05;359,94;26,28
1299;RGB;Red;73,92;66;0;255;42,12
1299;RGB;Green;140,15;139;0;255;48,79
1299;RGB;Blue;121,71;118;0;255;51,3
1299;HSV;Hue;150,62;166,45;0;340;33,06
1299;HSV;Saturation;51,04;53,45;0;100;16,93
1299;HSV;Value;54,96;54,51;0;100;19,14
1299;Lab;Lightness;53,29;53,13;0;100;18,28
1299;Lab;Green-Red;-24,43;-28,07;-38,21;3,28;8,52
1299;Lab;Blue-Yellow;3,91;2,63;-9,96;59,01;6,85
1299;LCH;Lightness;53,29;53,13;0;100;18,28
1299;LCH;Chroma;26,28;28,4;0;60,78;6,4
1299;LCH;Hue;166,74;174,7;0;354,22;22,43
1300;RGB;Red;57,33;52;0;255;35,13
1300;RGB;Green;123,8;126;2;255;28,41
1300;RGB;Blue;114,18;118;0;255;31,1
1300;HSV;Hue;166,85;172,8;0;359,62;27,52
1300;HSV;Saturation;58,93;59,52;0;100;17,39
1300;HSV;Value;49,21;49,8;5,1;100;10,69
1300;Lab;Lightness;47,66;48,21;1,63;100;10,92
1300;Lab;Green-Red;-22,39;-24,63;-42,19;62,26;8,68
1300;Lab;Blue-Yellow;-0,63;-2,02;-25,44;52,95;6,45
1300;LCH;Lightness;47,66;48,21;1,63;100;10,92
1300;LCH;Chroma;24,32;24,91;0;74,16;5,19
1300;LCH;Hue;179,93;184,72;0,69;359,54;24
1301;RGB;Red;117,47;134;4;255;62,16
1301;RGB;Green;129,07;134;16;255;63,92
1301;RGB;Blue;109,18;108;20;255;51,15
1301;HSV;Hue;111,48;125,45;0;358,6;60,89
1301;HSV;Saturation;26,75;22,86;0;85,71;12,51
1301;HSV;Value;52,49;55,29;7,84;100;25,02
1301;Lab;Lightness;51,45;55,58;4,47;99,88;25,22
1301;Lab;Green-Red;-7,51;-4,71;-33,8;27,02;8,59
1301;Lab;Blue-Yellow;8,99;11,4;-36,48;53,06;9,16
1301;LCH;Lightness;51,45;55,58;4,47;99,88;25,22
1301;LCH;Chroma;15,29;14,58;0;53,82;7,82
1301;LCH;Hue;145,62;145,69;0,01;359,99;55,4
1302;RGB;Red;139,92;136;10;255;62,86
1302;RGB;Green;140,36;141;7;255;64,44
1302;RGB;Blue;107,67;92;0;255;76,06
1302;HSV;Hue;61,66;60;0;355,38;40,65
1302;HSV;Saturation;35,08;35,33;0;100;24,84
1302;HSV;Value;56,11;55,29;4,71;100;24,66
1302;Lab;Lightness;56,51;57,05;2,1;100;25,38
1302;Lab;Green-Red;-5,32;-4,73;-44,48;12,98;5,22
1302;Lab;Blue-Yellow;17,86;20,14;-21,58;41,26;11,48
1302;LCH;Lightness;56,51;57,05;2,1;100;25,38
1302;LCH;Chroma;19,17;21,29;0;54,13;11,79
1302;LCH;Hue;115,26;110;3,44;359,96;38,38
1303;RGB;Red;87,82;66;4;255;63,53
1303;RGB;Green;105,11;97;7;255;61,42
1303;RGB;Blue;80,49;66;4;255;54,47
1303;HSV;Hue;116,55;106,88;0;359,48;76,05
1303;HSV;Saturation;30,63;27,96;0;96,3;18,88
1303;HSV;Value;41,87;38,04;5,88;100;23,88
1303;Lab;Lightness;41,47;38,02;4,08;100;24,52
1303;Lab;Green-Red;-10,56;-7,68;-70,28;49,61;11,52
1303;Lab;Blue-Yellow;11,8;11,91;-44,74;68,12;8,82
1303;LCH;Lightness;41,47;38,02;4,08;100;24,52
1303;LCH;Chroma;17,53;16,66;0;97,81;12,41
1303;LCH;Hue;146,18;136,26;0,05;359,96;67,36
1304;RGB;Red;80,56;58;4;255;60,58
1304;RGB;Green;88,43;67;12;255;55,44
1304;RGB;Blue;89,35;68;14;255;50,18
1304;HSV;Hue;158,62;190;0;356,47;62,81
1304;HSV;Saturation;24,35;17,05;0;86,67;19,64
1304;HSV;Value;36,51;27,06;5,49;100;21,27
1304;Lab;Lightness;35,81;27,71;3,3;100;22,97
1304;Lab;Green-Red;-2,59;-2,5;-15,75;15,67;2,04
1304;Lab;Blue-Yellow;-1,91;-1,97;-30,13;43,28;6,3
1304;LCH;Lightness;35,81;27,71;3,3;100;22,97
1304;LCH;Chroma;6,27;6,15;0;43,69;3,86
1304;LCH;Hue;196,92;217,59;0,52;359,95;61,13
1305;RGB;Red;115,81;107;3;255;76,81
1305;RGB;Green;112,1;85;4;255;82,27
1305;RGB;Blue;114,5;86;1;255;84,12
1305;HSV;Hue;142,16;180;0;359,43;111,44
1305;HSV;Saturation;23,14;17,09;0;89,47;21,11
1305;HSV;Value;49,23;43,92;1,57;100;30,66
1305;Lab;Lightness;46,1;36,68;1,06;100;31,79
1305;Lab;Green-Red;2,75;0,06;-19,66;48,43;9,43
1305;Lab;Blue-Yellow;0,05;0,36;-33,78;60,46;9,13
1305;LCH;Lightness;46,1;36,68;1,06;100;31,79
1305;LCH;Chroma;8,98;5,6;0;62,35;9,96
1305;LCH;Hue;157,44;155,08;0;360;98,14
1306;RGB;Red;116,56;122;0;255;43,62
1306;RGB;Green;117,53;124;0;255;42,78
1306;RGB;Blue;118,24;125;0;255;43,1
1306;HSV;Hue;126,05;172,5;0;356,47;99,1
1306;HSV;Saturation;10,18;6,29;0;100;11,59
1306;HSV;Value;48,36;51,37;0;100;17,17
1306;Lab;Lightness;48,83;52,03;0;100;17,55
1306;Lab;Green-Red;-0,02;0;-6,01;12,32;1,61
1306;Lab;Blue-Yellow;-0,48;0;-19,85;24,93;5,98
1306;LCH;Lightness;48,83;52,03;0;100;17,55
1306;LCH;Chroma;4,35;2,62;0;26,94;4,43
1306;LCH;Hue;188,08;179,3;0;359,99;81,94
1307;RGB;Red;104,35;108;0;255;52,81
1307;RGB;Green;131,44;136;0;255;52,02
1307;RGB;Blue;158,1;161;0;255;58,37
1307;HSV;Hue;191,03;209,39;0;358,29;59,45
1307;HSV;Saturation;40,22;41,26;0;100;20,05
1307;HSV;Value;63,63;65,1;0;100;22,03
1307;Lab;Lightness;53,33;55,85;0;100;20,32
1307;Lab;Green-Red;-1,31;-1,32;-10,93;23,99;3,3
1307;Lab;Blue-Yellow;-17,02;-19,62;-42,56;37,32;14,12
1307;LCH;Lightness;53,33;55,85;0;100;20,32
1307;LCH;Chroma;20,3;20,6;0;42,56;9,46
1307;LCH;Hue;241,49;263,5;0;359,99;63,84
1308;RGB;Red;113,15;121;0;255;56,49
1308;RGB;Green;116,05;114;0;255;54,56
1308;RGB;Blue;122,97;116;0;233;58,37
1308;HSV;Hue;161,44;206,4;0;359,39;90,21
1308;HSV;Saturation;34,65;33,85;0;100;15,41
1308;HSV;Value;55,25;53,33;0;100;22,61
1308;Lab;Lightness;48,33;48,83;0;99,37;21,63
1308;Lab;Green-Red;2,11;-0,39;-13;41,98;7,83
1308;Lab;Blue-Yellow;-3,7;-10,78;-23,74;61,29;16,24
1308;LCH;Lightness;48,33;48,83;0;99,37;21,63
1308;LCH;Chroma;16,36;15,37;0;62,63;8,68
1308;LCH;Hue;200,03;252,16;0;359,99;96,37
1309;RGB;Red;125,03;118;6;211;55,76
1309;RGB;Green;132,23;127;9;217;57,52
1309;RGB;Blue;140;139;4;225;60,72
1309;HSV;Hue;203,34;212;0;357,69;43,14
1309;HSV;Saturation;12,55;10,77;0;76,19;7,22
1309;HSV;Value;55,09;54,51;3,53;88,24;23,5
1309;Lab;Lightness;53,93;52,84;2,31;86,36;22,79
1309;Lab;Green-Red;-0,95;-1,05;-9;16,36;1
1309;Lab;Blue-Yellow;-4,98;-5,55;-16,15;18,27;3,5
1309;LCH;Lightness;53,93;52,84;2,31;86,36;22,79
1309;LCH;Chroma;5,66;5,75;0;18,74;2,64
1309;LCH;Hue;251,51;260,32;0,05;359,84;41,52
1310;RGB;Red;112,89;92;0;255;69,72
1310;RGB;Green;118,05;98;0;255;68,27
1310;RGB;Blue;111,27;88;0;255;75,61
1310;HSV;Hue;133,24;120;0;351,43;65,79
1310;HSV;Saturation;19,61;12,5;0;100;19,37
1310;HSV;Value;47,48;39,22;0;100;27,29
1310;Lab;Lightness;47,65;40,78;0;100;27,5
1310;Lab;Green-Red;-3,22;-2,75;-17,95;26,68;3,47
1310;Lab;Blue-Yellow;3,51;3,23;-37,22;33,73;7,33
1310;LCH;Lightness;47,65;40,78;0;100;27,5
1310;LCH;Chroma;7,58;6,46;0;39,42;5,57
1310;LCH;Hue;172,04;143,83;0;359,93;66,38
1311;RGB;Red;150,02;163;0;255;55,97
1311;RGB;Green;149,29;159;0;255;54,43
1311;RGB;Blue;143,86;148;0;255;55,31
1311;HSV;Hue;100,79;50;0;356,84;78,59
1311;HSV;Saturation;11,81;9,15;0;100;12,32
1311;HSV;Value;60,69;63,92;0;100;21,97
1311;Lab;Lightness;60,95;65,53;0;100;21,64
1311;Lab;Green-Red;-0,6;-0,55;-10,69;15,97;2,43
1311;Lab;Blue-Yellow;3,01;2,55;-15,28;39,23;6,63
1311;LCH;Lightness;60,95;65,53;0;100;21,64
1311;LCH;Chroma;5,92;5,61;0;40,17;4,93
1311;LCH;Hue;142,08;102,69;0;359,99;73,14
1312;RGB;Red;114,29;103;0;255;58,34
1312;RGB;Green;120,49;103;0;255;63,93
1312;RGB;Blue;119,07;87;0;255;82,49
1312;HSV;Hue;139,91;100,71;0;359,27;102,71
1312;HSV;Saturation;26,35;27,87;0;100;15,41
1312;HSV;Value;52,98;43,53;0;100;29,25
1312;Lab;Lightness;49,1;43,25;0;100;25,09
1312;Lab;Green-Red;-1,81;-0,13;-28,17;44,8;7,53
1312;Lab;Blue-Yellow;0,99;3,22;-38,53;49,91;16,08
1312;LCH;Lightness;49,1;43,25;0;100;25,09
1312;LCH;Chroma;14,93;12,97;0;55,96;9,82
1312;LCH;Hue;168,35;131,44;0;360;100,37
1313;RGB;Red;112,4;117;0;255;43,67
1313;RGB;Green;118,54;120;0;255;48,79
1313;RGB;Blue;106,56;78;0;255;78,15
1313;HSV;Hue;110,62;57,19;0;358,29;82,33
1313;HSV;Saturation;46,44;48,36;0;100;18,93
1313;HSV;Value;55,09;53,33;0;100;24,33
1313;Lab;Lightness;48,8;50,45;0;100;19,55
1313;Lab;Green-Red;-1,53;-1,5;-23,85;31,41;4,47
1313;Lab;Blue-Yellow;6,74;12,12;-53,94;56,16;26,78
1313;LCH;Lightness;48,8;50,45;0;100;19,55
1313;LCH;Chroma;25,55;29,49;0;57,24;11,49
1313;LCH;Hue;157,31;102,88;0;359,96;86,45
1314;RGB;Red;91,04;55;0;255;75,96
1314;RGB;Green;94,16;61;0;255;77,17
1314;RGB;Blue;95,37;55;0;255;88,63
1314;HSV;Hue;124,77;73,85;0;359,62;95,77
1314;HSV;Saturation;35,63;34,07;0;100;22,91
