#;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;Color 1 HEX;Color 1%;Color 1 Name;Color 2 HEX;Color 2 %;Color 2 Name;Color 3 HEX;Color 3 %;Color 3 Name;Color 4 HEX;Color 4 %;Color 4 Name;Color 5 HEX;Color 5 %;Color 5 Name
1323;114,3;113;118,6;128,2;28,3;52,4;46,8;13,3;#C8D3E0;21,07;pale blue-cyan;#454036;20,27;dark orange;#1D1A16;20,24;very dark orange;#859FC5;19,11;blue-cyan;#8F534E;10,36;red
1324;124,5;126,5;127,6;188,6;5,5;50,8;52,3;2,9;#454A47;27,33;dark grey;#616464;19,38;dark grey;#7D7F82;17,25;grey;#BFBEC2;17;light grey;#9C9CA0;16,19;light grey
1325;125,4;138,1;148,2;179,5;17,8;59,1;56,3;9,3;#B6CFE7;25,41;pale blue-cyan;#5B5A58;18,62;dark grey;#8A99A0;17,84;pale blue-cyan;#827D80;16,65;grey;#4F7083;13,49;blue-cyan
1326;131,6;147,9;152,4;187,2;19,1;60,5;59;8,4;#E3EEF5;29,21;white;#72858E;19,6;pale blue-cyan;#2D3D36;16,9;dark blue-green;#4C6060;16,35;dark cyan;#95A9AF;14,57;pale cyan
1327;123,5;117,4;107,9;93,9;31,4;51,9;48,6;13,3;#31281C;24,24;very dark orange;#624E35;22,03;orange;#CAD8E7;21,67;pale blue-cyan;#928677;18,69;pale orange;#777E8D;9,56;pale blue-cyan
1328;105,7;102,9;101,5;126;13,3;42,9;42,6;5,1;#252427;22,04;very dark grey;#433D38;20,4;dark red-orange;#605C58;18,98;dark orange;#867E79;18,12;pale red-orange;#ADAEB1;10,81;light grey
1329;115;120,3;128;172,2;20,1;52,4;49,8;9,1;#717886;40,06;pale blue-cyan;#8CA0B1;26,1;pale blue-cyan;#565555;11,64;dark grey;#211816;11,27;very dark red;#BEB8AB;6,99;pale orange
1330;125,5;120,9;117,6;109,1;23,2;52,3;49,7;9,1;#1B1411;19,17;very dark red-orange;#7E7265;18,73;pale orange;#98A5B6;17,8;pale blue-cyan;#AFA18C;15,72;pale orange;#D8DCE5;14,35;very light grey
1331;106,1;123,3;146,2;167,1;40,5;62,2;51;23,1;#71A3E0;27,15;blue-cyan;#2F4667;19,59;blue-cyan;#5979A1;15,58;blue-cyan;#655C5B;15,29;pale red;#856D4E;13,89;orange
1332;122,8;131,3;136,2;170,7;27,2;57,1;53,1;13;#BBCBE6;30,15;pale blue-cyan;#9AA0AE;21,57;pale blue-cyan;#18221B;18,15;very dark blue-green;#414429;12,58;dark yellow;#646A75;9,27;pale blue-cyan
1333;126,5;69,8;23,7;26,6;84,7;49,6;34,7;40,7;#270E04;24,7;very dark red-orange;#4F2408;20,8;dark red-orange;#B9621C;19,21;vivid red-orange;#803F0F;18,3;red-orange;#EF9639;13,56;vivid orange
1334;86,7;101,5;88,1;116,6;26,7;40,2;40,8;12,2;#4A5648;29,84;dark green;#393E27;24,8;dark yellow;#60766C;18,59;pale blue-green;#779C98;15,81;pale cyan;#12160C;5,49;very dark yellow-green
1335;122,6;128,1;143,9;200,9;28,9;57,8;52,3;15,9;#C5D1CA;34,19;very light grey;#90A8B1;18,03;pale blue-cyan;#29163C;15,95;dark blue-violet;#3F3E74;11,71;blue;#30252D;10,76;very dark red-violet
1336;137,1;141,4;136,5;98,2;25,1;60,2;57,3;13,1;#DEDAD5;20,97;very light grey;#A79F8E;20,17;pale orange;#222618;17,34;very dark yellow-green;#9CBFE9;16,77;light blue-cyan;#66645D;13,45;pale yellow-orange
1337;114,8;136,2;154,4;209;39,2;62,7;54,7;16,3;#D5D3E2;38,69;very light grey;#0C151B;18,06;very dark blue-cyan;#294749;14,82;dark cyan;#64A4D2;14,7;blue-cyan;#0C6DAF;8,78;vivid blue-cyan
1338;121,3;128,5;124,3;127,2;19,6;51,8;52;7;#4D4F44;25,5;dark yellow;#DADEDD;20,06;very light grey;#727975;18,34;grey;#A9B1B2;18,33;light grey;#1A1B10;11,71;very dark yellow
1339;128,6;127;127,5;185,6;14,3;52;52;4,8;#D3CED5;34,81;very light grey;#909195;15,79;grey;#616665;15,49;grey;#3C423F;15,42;dark blue-green;#1A180F;13,27;very dark yellow-orange
1340;114,6;120,3;97,1;106,3;28,1;49,3;48,9;17,2;#657C42;26,05;yellow-green;#9B978F;19,22;light grey;#70665D;17,11;pale red-orange;#455430;15,89;dark yellow-green;#2D2B2B;11,79;very dark grey
1341;129,1;136,4;137,6;128,9;19,6;58,7;56,2;12,5;#716851;24,79;orange;#828888;24;grey;#74786A;21,99;pale yellow-green;#889DB6;14,02;blue-cyan;#9BBCEB;13,37;light blue-cyan
1342;77,8;109,5;106,9;173,4;34,7;43,4;42,8;12,5;#152626;20,72;very dark cyan;#456968;20,2;cyan;#284547;19,88;dark cyan;#688E89;19,16;cyan;#91BCB3;17,5;pale cyan
1343;134;139,2;145;182,4;12,1;57,7;56,2;5,7;#DCE3EF;28,69;white;#3B3F40;20,56;dark grey;#606162;14,61;dark grey;#BDC5D0;13,12;pale blue-cyan;#878E93;11,72;pale blue-cyan
1344;96;98,5;102,7;166,1;23,2;43,1;40,4;8,1;#192027;34,53;very dark blue-cyan;#7F8285;18,29;grey;#95A6BA;17,92;pale blue-cyan;#816E5E;16,66;red-orange;#424043;8,26;dark grey
1345;121,1;127,3;131,7;140,7;15,1;53,3;52,2;6,8;#4A5458;25,98;dark blue-cyan;#7B8287;20,53;pale blue-cyan;#AFAFAB;20,51;light grey;#AEBFD3;18,63;pale blue-cyan;#2C2C28;13,31;very dark yellow
1346;125,7;116,1;110,6;83,4;25,6;50,5;47,1;8,5;#241A18;32,63;very dark red;#F3F6F3;32,19;white;#46474C;12,25;dark grey;#49332A;11,54;dark red-orange;#855C46;7,11;red-orange
1347;65,2;74,4;68,4;141,1;20;29,8;30,2;7,5;#37423B;35,68;dark blue-green;#3F4C4F;25,05;dark cyan;#1F251C;15,12;very dark yellow-green;#3D4832;11,77;dark yellow-green;#6A696A;8,7;grey
1348;67,8;92,5;122,9;199,6;47,8;48,7;37,4;21,2;#151E22;26,1;very dark blue-cyan;#7A9FC6;21,34;blue-cyan;#192D50;19,57;dark blue-cyan;#446490;17,4;blue-cyan;#6A9EE7;9,66;blue-cyan
1349;119,2;115,4;108,3;116;42,5;56;48,3;21,6;#A1C1E5;25,19;light blue-cyan;#80633B;23,3;orange;#52412A;16,24;dark orange;#45576C;13,55;blue-cyan;#BE915F;12,26;orange
1350;143,4;143,4;143;135,6;11,8;59,4;58,7;5,9;#8B9299;35,33;pale blue-cyan;#E7E5E2;22,78;very light grey;#2F312D;14,73;very dark yellow-green;#A09088;14,1;pale red-orange;#565C5E;10,76;dark blue-cyan
1351;203,8;206,5;192,3;78,2;14,3;83;81,9;10,7;#F6F3DD;40,99;pale yellow-orange;#E3DCCE;27,65;pale orange;#B0BBAD;14,71;light grey;#314B59;8,47;dark blue-cyan;#72958D;7,31;pale cyan
1352;114;106,6;104,7;103,4;18,3;45,7;44,1;5,6;#0E0F0B;22,46;very dark yellow-green;#CACACE;19,79;very light grey;#635A59;16,17;pale red;#877875;15,17;pale red;#373533;13,58;very dark grey
1353;153,5;154;150,4;145,6;12;61,9;62,5;5;#D8DADD;33,61;very light grey;#83898B;19,28;grey;#B7B9BA;13,88;light grey;#332C1D;13,56;dark orange;#5C5648;10,52;dark orange
1354;90,6;97,8;76,2;100,2;32,4;38,8;39;14,7;#262A1E;31,23;very dark yellow-green;#374421;23,44;dark yellow-green;#5D6B31;14,13;yellow;#E8E8E8;12,06;very light grey;#9DA29A;10,05;light grey
1355;108,6;115,8;125,7;159,6;21,9;51,8;46,5;12;#1B2119;34,25;very dark green;#8EA7D6;18,12;light blue-cyan;#C4D3EB;17;pale blue-cyan;#363636;13,99;very dark grey;#F0E1D4;10,51;pale red-orange
1356;123,3;126,5;129,7;162,4;21,1;54,1;52,2;8,4;#6D757A;22,81;pale blue-cyan;#99A7B5;21,56;pale blue-cyan;#C0C6CB;18,8;very light grey;#4A4E52;15,49;dark blue-cyan;#6D5742;13,8;red-orange
1357;153,5;155,7;164;234,1;9;64,5;63,6;5,2;#D6D5DB;32,13;very light grey;#494F58;20,76;dark blue-cyan;#BBBFCB;17,75;very light grey;#6D717C;16,38;pale blue-cyan;#95949C;11,82;light grey
1358;108,5;119,5;124;151,2;23;52,3;48,9;13,1;#353935;25,41;dark grey;#616D7A;18,77;pale blue-cyan;#7996BC;16,84;blue-cyan;#666655;16,48;pale yellow;#A4A688;11,98;pale yellow
1359;104,1;123,5;135,4;202,2;24,4;53,2;50;10,2;#A8C3CF;19,97;pale blue-cyan;#4E5F6B;19,69;blue-cyan;#869DA9;19,59;pale blue-cyan;#677E8E;15,68;blue-cyan;#37444F;15,43;dark blue-cyan
1360;104,1;105,6;100,8;108,4;13,8;42,4;43,3;4,7;#9D9C99;24,46;light grey;#46483E;22,96;dark yellow;#727773;16,02;grey;#292F2D;15,74;very dark blue-green;#C9C3BC;11,36;very light grey
1361;94,3;130,5;171,3;217,7;44,4;67,2;52,7;25,3;#8DC2F2;22,46;light blue-cyan;#5493D9;21,95;blue-cyan;#9498AA;15,65;pale blue;#5B83AB;13,84;blue-cyan;#12161E;13,69;very dark blue-cyan
1362;113,5;117,6;124,8;183,9;15,3;49,9;48,2;6,3;#646B75;20,7;pale blue-cyan;#868E98;20,56;pale blue-cyan;#B5BDCC;17,95;pale blue-cyan;#444344;17,11;dark grey;#211C1B;16,67;very dark red
1363;131,6;129,6;139,5;230,5;14,3;55,8;53,3;7,5;#474652;23,33;dark blue;#65656E;17,05;pale blue;#CCCDDE;16,5;pale blue;#EDECF5;16,17;white;#8B898F;14;grey
1364;125,2;92,6;74,1;44,8;49,2;49,7;41,5;21,4;#8A5039;29,4;red-orange;#CD9678;17,18;red-orange;#7C705B;15,69;orange;#130E0A;15,27;very dark red-orange;#422B1A;14,83;dark red-orange
1365;118,2;115,1;111,3;120,6;25,3;49,1;47,3;8,4;#4A4C4C;27,66;dark grey;#83807D;21,77;grey;#EAEAEC;17,84;very light grey;#201C12;17,29;very dark orange;#664018;8,08;orange
1366;129,8;134,1;141,7;183,9;17;56,9;54,9;7;#86909C;31,32;pale blue-cyan;#B5BCCA;22,37;pale blue-cyan;#61676D;18,95;pale blue-cyan;#D4D8E0;9,62;very light grey;#211711;9,49;very dark red-orange
1367;118,9;116,5;111,3;122;33,2;53,6;48,5;15,7;#A2BBCF;21,82;pale blue-cyan;#758991;18,95;pale blue-cyan;#2E2219;18,56;very dark red-orange;#495155;15,21;dark blue-cyan;#765436;13,11;red-orange
1368;89,6;115,8;84,1;116,8;39,3;45,7;45,6;23,1;#3C571F;29,51;dark yellow-green;#4D6B42;22,18;yellow-green;#587862;21,49;blue-green;#698687;12,38;pale cyan;#C7CAC4;10,86;very light grey
1369;112,7;105,8;95;127,2;22,9;45,9;44,4;11,3;#79787D;30,4;grey;#252927;18,16;very dark blue-green;#7C6748;17,2;orange;#4E473A;16,97;dark orange;#B39D70;10,22;orange
1370;85;101,7;100,6;152,7;34,2;41,6;40;9,2;#384B4D;23,22;dark cyan;#0A1006;19,22;very dark yellow-green;#1D291B;17,32;very dark green;#A0BFD2;15,12;pale blue-cyan;#C8D6D7;12,63;very light grey
1371;80,7;95,5;95,9;173,7;28,2;39;37,9;8,2;#202E35;37,76;dark blue-cyan;#3E4F52;16,3;dark cyan;#667A79;14,05;pale cyan;#D6E0CE;11,66;pale yellow-green;#9DAEA8;11,37;pale blue-green
1372;83,2;91,8;80,2;118,1;25,3;37,5;37,5;11,3;#535952;29,46;dark grey;#33452D;22,09;dark green;#203028;20,18;very dark blue-green;#7D857E;15,86;grey;#BAC0B8;7,27;light grey
1373;140,2;140,6;128,3;115,2;25,7;59,1;56,9;13;#D9E4ED;30,29;pale blue-cyan;#252B1B;19,8;very dark yellow-green;#7C817F;13,26;grey;#4D4D35;13,04;dark yellow;#987C4E;12,75;orange
1374;124,8;127,5;123;147,7;33,9;56,5;52,4;15,8;#AFBCD1;38,87;pale blue-cyan;#444C4B;14,29;dark cyan;#657582;14,26;pale blue-cyan;#7C5B14;12,25;orange;#322709;11,22;very dark orange
1375;102,1;113,4;118,7;153,1;26;48,8;45,6;9,7;#232019;23,55;very dark orange;#95B5CA;19,74;blue-cyan;#333F49;18,34;dark blue-cyan;#D0DFE5;14,1;pale blue-cyan;#686153;12,17;pale orange
1376;5,4;5,1;4,4;13,4;5,9;2,2;1,7;0,6;#020202;96,14;black;#1B190F;1,89;very dark yellow-orange;#483823;0,88;dark orange;#8B775B;0,58;orange;#DACAAA;0,4;pale orange
1377;136,4;133,6;124,2;77,3;16,6;55;55,2;8,3;#7C776E;34,8;pale orange;#9A958A;24;pale orange;#E3E9EB;15,62;very light grey;#4A4A4A;14,38;dark grey;#4F532B;9,7;dark yellow
1378;125,3;127,1;131,5;177,7;13,6;54;52,8;7,1;#5C5F65;29,22;pale blue-cyan;#717B86;25,97;pale blue-cyan;#A2A7B1;20,11;pale blue-cyan;#A28979;10,93;red-orange;#353638;7,5;very dark grey
1379;129,7;137;140,1;159,9;22,8;58,1;55,5;10;#A1ACB4;26,12;pale blue-cyan;#DDE1E0;21,77;very light grey;#2A2B1C;17,67;very dark yellow;#678097;16,67;blue-cyan;#414B54;14,52;dark blue-cyan
1380;130,9;128,3;129,8;154,3;21,2;53,2;51,8;5,4;#DCDBE4;42,1;very light grey;#140E08;18,95;very dark orange;#2C261B;13,69;very dark orange;#666668;8,93;grey;#9C9DA1;8,69;light grey
1381;144,9;151;163,8;191,4;20,7;66,5;62;12,5;#ABB4BC;31,12;pale blue-cyan;#8892A1;24,22;pale blue-cyan;#6676AA;18,49;blue;#D8DADC;13,52;very light grey;#433420;10,71;dark orange
1382;123,2;113,5;107,8;82,8;17,1;49,2;47;7,8;#887972;21,47;pale red-orange;#22242D;18,86;very dark blue;#BAA290;17,28;pale red-orange;#5C5654;16,58;dark red-orange;#F4EAD9;15,9;pale orange
1383;95,4;93,8;77,2;84,3;34;40,2;38;13,9;#15130F;34,56;very dark orange;#4E483F;21,28;dark orange;#5B7637;15,83;yellow-green;#F4F4F2;12,57;white;#98938E;10,37;grey
1384;75,5;81,5;85,2;152,2;19,7;35,6;33,2;7,9;#1A1C1D;30,64;very dark blue-cyan;#8A9FB8;22,23;blue-cyan;#333331;19,55;very dark grey;#484E52;17,16;dark blue-cyan;#7C7068;7,32;pale red-orange
1385;103,4;109,2;97,2;105,4;15,3;43,4;44,4;8,7;#565853;36,5;dark grey;#2F332F;24,5;very dark grey;#7F847D;18,51;grey;#F5F6F5;10,4;white;#526C33;6,62;yellow-green
1386;104,8;119,3;131,9;180,8;25,7;53,5;48,5;13,2;#809FC9;24,25;blue-cyan;#1F221C;20,62;very dark yellow-green;#50585C;20,52;dark blue-cyan;#7B8783;18,51;pale blue-green;#ABBBD4;15,86;pale blue-cyan
1387;124,3;142,2;160,5;204,7;24,7;63,4;58;12,9;#70859A;36,57;blue-cyan;#889FB6;27,41;blue-cyan;#5B6A78;16,41;pale blue-cyan;#CCD7E3;10,91;pale blue-cyan;#344253;5,46;dark blue-cyan
1388;118,4;126,2;121;133;15,9;51,1;51,5;8,1;#6F6D68;20,74;grey;#485253;18,09;dark cyan;#95968E;18,02;grey;#A6B8C0;17,88;pale blue-cyan;#32422C;16,87;dark yellow-green
1389;103,6;110,3;109,3;133,4;17,1;45,3;45,1;6,6;#444E51;25,14;dark cyan;#637680;22,13;pale blue-cyan;#2C2F2C;18,69;very dark grey;#A4A399;12,72;light grey;#68665B;11,77;pale yellow-orange
1390;69,8;78,8;76,7;160,5;24,5;32,7;32,1;8,1;#475756;26,68;dark cyan;#2C383E;18,74;dark blue-cyan;#13141C;18,4;very dark blue;#68756A;15,79;pale green;#969C89;10,34;pale yellow-green
1391;121;120,8;118,9;98,5;12,9;50,9;49,9;7;#545655;28,15;dark grey;#7F8687;22,22;grey;#A0B2B6;19,13;pale cyan;#212122;15,48;very dark grey;#D08D6E;8,63;red-orange
1392;112,8;124;120,9;136,5;29,1;52,5;49,6;12,8;#D2E3EE;18,85;pale blue-cyan;#94B2C6;18,1;blue-cyan;#3D3F26;18;dark yellow;#171A12;17,74;very dark yellow-green;#736745;13,73;orange
1393;99,6;117,3;136,8;207,3;28,9;54,1;48,5;13,9;#667B93;36,97;blue-cyan;#57697D;26,03;blue-cyan;#7C8EA3;22,58;pale blue-cyan;#455361;12,13;blue-cyan;#52442A;2;dark orange
1394;134,3;122,2;96;97,7;51,9;59,7;51,8;29,8;#885C19;22,7;orange;#828FA0;18,44;pale blue-cyan;#CBA667;17,73;orange;#736D40;15,78;yellow-orange;#88ACE1;12,84;light blue-cyan
1395;117;121,3;116;121,9;21,9;50,4;49,7;10,1;#C9D3D8;20,06;very light grey;#645E54;19,61;pale orange;#707E8E;19,42;pale blue-cyan;#363423;15,74;dark yellow-orange;#4F5438;15,58;dark yellow
1396;119,5;104,6;101;156,1;22,9;47,8;44,2;10,5;#AF9598;34,23;pale red;#1A1E1D;22,26;very dark cyan;#8B6757;16,42;red-orange;#474346;10,83;dark grey;#342B1C;8,71;dark orange
1397;126,8;137,3;143,3;198,5;14,4;56,3;56,2;5,6;#989FA2;33,88;light grey;#AFB5B8;21,67;light grey;#3B4E59;17,94;dark blue-cyan;#5A6A74;15,83;pale blue-cyan;#78848B;9,47;pale blue-cyan
1398;124,5;121,3;108,2;102,8;30,4;51,2;49,5;12,6;#4A4026;25,16;dark orange;#B6BEC8;20,02;pale blue-cyan;#232116;17,48;very dark yellow-orange;#DFE4E8;17,03;very light grey;#7B7361;11,37;pale orange
1399;141,3;147,2;152,9;181,3;15,6;61,4;59,5;6,6;#DAE4EC;25,96;very light grey;#80858E;21,31;pale blue-cyan;#ADBBC7;21,07;pale blue-cyan;#505459;16,82;dark blue-cyan;#1F1813;9,01;very dark red-orange
1400;144,8;133,2;125,3;91,3;25,4;57,7;54,8;9,6;#EEF1F4;35,33;white;#694734;18,54;red-orange;#46372B;15,84;dark red-orange;#776354;13,74;red-orange;#211A13;10,02;very dark red-orange
1401;127;119,8;110;91,8;30,8;54;49,8;15,3;#7C6356;21,27;red-orange;#B59E8E;21,07;pale red-orange;#C6D2EA;19,25;pale blue-cyan;#2C201C;18,47;very dark red-orange;#39472A;12,06;dark yellow-green
1402;110,8;94,5;79;61;42,6;47,6;40,2;20;#251C14;30,98;very dark red-orange;#4E4134;21,48;dark red-orange;#D39A62;18,48;red-orange;#8B6849;13,48;red-orange;#87AEDA;12,65;light blue-cyan
1403;104;106;117,8;244;16,6;46,5;43,6;7,5;#63626D;19,92;pale blue;#110F13;19,62;very dark blue-violet;#3A3940;18,23;dark blue;#DEEAFC;15,76;pale blue-cyan;#8F8A95;14,34;grey
1404;134,6;130,7;131,4;147,8;9,4;54,1;54;4,4;#A09698;21,21;light grey;#C0BCBE;18,39;light grey;#7C7473;17,92;grey;#525250;17,35;dark grey;#2F3135;16,89;dark blue-cyan
1405;127,7;127,6;121,4;87,3;11,5;51,6;52,7;5,6;#96958D;31,48;grey;#797A74;21,99;grey;#AAAEA9;20,51;light grey;#565752;15;dark grey;#26221F;8,96;very dark red-orange
1406;93,4;129,2;150,8;159,2;42;62,8;52;24,3;#4E98DB;23,59;blue-cyan;#5E5C4A;19,17;dark yellow-orange;#85CBF4;19,03;blue-cyan;#373F45;14,87;dark blue-cyan;#406186;13,2;blue-cyan
1407;71;89;77,3;129,7;36,2;35,7;34,3;12,9;#1C2D19;28,79;very dark green;#0E150E;21,3;very dark green;#ECF5F8;14,53;white;#3F564D;13,17;dark blue-green;#324F26;11,26;dark yellow-green
1408;107,6;144,4;116,5;138,4;61,4;63,1;56,4;34,4;#386D05;26,76;yellow-green;#BAD7F3;22,81;pale blue-cyan;#84C0EC;20,93;light blue-cyan;#43530A;17,11;dark yellow;#2E3417;6,93;dark yellow
1409;112,8;87,5;69,8;49,2;49,8;44,6;38,7;18,7;#120807;22,45;very dark red;#652815;19,16;red;#A5937D;17,46;pale orange;#8B6634;15,45;orange;#64564B;14,42;pale red-orange
1410;89,2;77,9;75,8;99,5;29,6;35,2;32,4;6,2;#352420;28,03;dark red;#170D0D;27,47;very dark red;#514442;13,57;dark red;#E7E6E5;11,21;very light grey;#827574;10,17;pale red
1411;73,3;66,2;59;64,7;28,6;29,2;27,5;7,4;#1B1511;35,15;very dark red-orange;#362C22;24,06;dark orange;#5B5147;16,54;dark red-orange;#7C797A;10,18;grey;#8E8167;7,43;orange
1412;131,8;129,5;125,2;114,6;17,1;54,3;52,5;7,4;#22262A;31,83;very dark blue-cyan;#EBE6DF;21,66;very light grey;#C4B8A8;16,35;pale orange;#908677;14,22;pale orange;#504F4E;11,47;dark grey
1413;114,1;113,7;114,2;93,6;17,1;49,2;47,1;8;#877D76;28,51;pale red-orange;#232729;23,57;very dark blue-cyan;#ACA49E;23,19;pale red-orange;#595652;16,17;dark grey;#75ACEE;6,13;blue-cyan
1414;107,2;110;119;141,2;20,5;49,1;45,3;9,2;#6B625E;20,91;pale red-orange;#4D433F;19,09;dark red-orange;#1B181A;17,93;very dark red-violet;#95A8C4;15,34;pale blue-cyan;#7084A0;14;blue-cyan
1415;125,2;114,2;121,9;182,8;20,7;53,4;48;11,8;#D1DAF5;27,33;pale blue;#121112;20,25;black;#69635A;15,76;pale orange;#3E3534;12,96;dark red;#B15E6C;12,64;red
1416;129,6;125,8;120,3;128;15,1;52,8;51,8;8;#C9CCCB;23,74;very light grey;#989691;22,76;grey;#222123;20,72;very dark grey;#5A554D;18,36;dark orange;#7C936B;7,87;yellow-green
1417;73,8;44,5;27,4;41,1;58;29;20,7;19,2;#100B09;40,44;very dark red-orange;#311810;20,19;very dark red;#582A17;16,77;dark red-orange;#8B4E2A;11,02;red-orange;#DB8647;7,48;red-orange
1418;123,8;102,6;100,4;102,2;23;49,3;43,9;11,8;#18181D;29,24;very dark blue;#BF6562;19,19;red;#FDFCFC;14,53;white;#433A38;13,89;dark red;#AFA394;11,59;pale orange
1419;134,5;145,9;155,6;174,3;18;62,3;59,3;9,5;#B3C2D3;32,79;pale blue-cyan;#94A3B2;24,66;pale blue-cyan;#647585;17,38;pale blue-cyan;#716E63;12,75;pale yellow-orange;#4E4E43;7,31;dark yellow
1420;148,3;140;139,8;162,6;20,2;59,8;56,6;8,8;#F9F9F5;30,46;white;#1E1722;29,6;very dark blue-violet;#61575B;14,7;pale red-violet;#EBE0C1;9,86;pale orange;#B6BAB9;9,12;light grey
1421;123,4;114,7;117,1;114,3;25,4;53,5;47,7;13;#54443B;24,79;dark red-orange;#1A1614;24,53;very dark red-orange;#A8B9DD;18,08;pale blue-cyan;#E2E9F3;15,59;white;#9A8D7C;10,48;pale orange
1422;76,2;64,1;57;55,6;40,3;30,5;26,8;9,3;#1E140E;48,23;very dark red-orange;#403125;21,08;dark red-orange;#BFBAB1;15,85;light grey;#81705F;10,49;orange;#3D4A69;2,48;blue-cyan
1423;153,8;142;132,5;72,3;15,6;60,8;58,9;8,6;#C9B6A5;22,57;pale red-orange;#E1DFDB;21,4;very light grey;#3D3C3B;18,09;dark grey;#645951;15,92;pale red-orange;#9C755D;11,1;red-orange
1424;101,8;98,3;97,5;126,4;21,6;43,8;40,8;9,8;#4A443F;28,31;dark red-orange;#211E21;24,71;very dark violet;#907D6C;14,95;red-orange;#CBC5B7;14,55;pale orange;#5D657B;9,95;pale blue-cyan
1425;83,2;103,5;130,4;212;36,3;51,2;42,9;17,8;#536B84;30,23;blue-cyan;#3B517C;24,99;blue-cyan;#6883A1;20,69;blue-cyan;#303540;13,69;dark blue-cyan;#76787E;6,84;grey
1426;108,7;124,9;144,3;197,5;26,1;57,1;50,7;13,3;#96AEC7;30,26;pale blue-cyan;#252425;20,5;very dark grey;#687A8F;14,61;blue-cyan;#6F91BC;13,77;blue-cyan;#3F4B5C;12,06;dark blue-cyan
1427;126,5;125,5;125,7;138,1;15,3;52,6;51,6;6,1;#797777;20,42;grey;#D1D3D5;18,35;very light grey;#211F20;17,94;very dark grey;#4A4746;15,68;dark grey;#99A3A9;15,12;pale blue-cyan
1428;134,1;119;103,4;102,4;25,9;53,5;50,5;14,9;#968361;30,6;orange;#494349;24,86;dark violet;#BAA98D;13,57;pale orange;#6D6B6E;12,59;grey;#865E4E;12,31;red-orange
1429;94,9;85,4;76,8;65,5;35,7;37,7;35,4;8,4;#130D09;27,73;very dark red-orange;#3E3024;25,58;dark red-orange;#64594C;19,03;pale orange;#ECE8E8;12,65;very light grey;#A39B99;11,79;light grey
1430;127,7;119;110,2;91,6;20,2;50,4;49,7;8,1;#9B9593;36,41;light grey;#7B7167;22,9;pale red-orange;#19130E;12,83;very dark red-orange;#CCC4BB;12,58;pale orange;#514131;11,27;dark red-orange
1431;109,8;89;74,6;71,3;34,2;43,4;39;16,1;#4F453B;31,75;dark red-orange;#827661;20,73;orange;#241C1B;18,14;very dark red;#E3E1D0;11,76;pale yellow-orange;#682C1F;9,61;red
1432;94,5;80,5;109,7;276,9;31,9;44,7;35,9;20,2;#291C27;30,54;very dark violet;#4F4367;24,4;blue-violet;#7771AB;21,62;blue;#857686;12,23;pale violet;#C2B6C6;7,88;pale blue-violet
1433;126,4;120,8;108;84,4;26,1;50;49,5;9,6;#706965;29,24;pale red-orange;#F8F7F5;19,19;white;#484023;17,43;dark yellow-orange;#16130D;15,08;very dark orange;#A39C95;12,48;pale orange
1434;99,2;101,9;93;118,8;41,4;48,6;42,9;25,4;#6B7441;35,42;yellow;#454835;22,08;dark yellow;#5578BB;19,91;blue-cyan;#582221;11,8;dark red;#917D7E;7,74;pale red
1435;125,4;130,1;74,8;68,1;45;54,2;52,6;31,9;#635139;29,85;orange;#858066;22,34;pale yellow-orange;#6C963E;16,06;yellow-green;#596E2F;14,37;yellow-green;#DBE339;11,18;yellow
1436;129,5;131,9;131,4;128,1;29,3;59,5;54,3;16,5;#4E4337;32,94;dark orange;#97C0E3;18,06;light blue-cyan;#8C847E;15,62;pale red-orange;#5C6E8F;13,23;blue-cyan;#E8EBE9;10,59;very light grey
1437;134,3;131,5;129,3;122,2;11,8;53,7;54;4,6;#E0DCDB;30,51;very light grey;#6D7072;21,11;grey;#8B8C8C;13,28;grey;#322A22;12,61;very dark orange;#505053;11,78;dark grey
1438;147,8;141,5;127,8;94;17,7;59,4;58;11,1;#928570;23,53;pale orange;#B7ADA0;19,67;pale orange;#676059;17,94;pale orange;#2D2B30;16,82;very dark blue-violet;#F4F1E7;15,81;white
1439;108,4;100,7;100,9;135,6;18,6;43,5;41,3;5,9;#1F191B;34,74;very dark red-violet;#FDFDFD;17,12;white;#464045;16,42;dark violet;#634337;12;red-orange;#7C7476;11,85;grey
1440;107,7;88,4;76,2;47,5;29,7;42,4;37,8;12,6;#1A1614;24,27;very dark red-orange;#3C3028;22,94;dark red-orange;#6A5548;16,91;red-orange;#A08A77;13,45;red-orange;#D3C3B1;13,41;pale orange
1441;128,4;117,6;102,4;94,3;26,4;51;48,2;11,8;#231E1D;26,06;very dark red;#ECEFEA;21,63;white;#4E3C2B;20,49;dark red-orange;#C9AF84;12,32;orange;#886B47;11,82;orange
1442;153,9;126,8;123,3;119,1;28,5;60,5;53,9;12,9;#E9D7D5;23,7;pale red;#4C3332;17,97;dark red;#1E0F14;16,53;very dark red-violet;#BFA19A;14,48;pale red;#8B665C;14,17;red
1443;123,1;106,8;103;109,8;32,9;52,2;46;16,6;#372C29;26,48;dark red;#706661;18,04;pale red-orange;#B2947B;16,17;red-orange;#703623;16,1;red;#88A0C5;11,81;blue-cyan
