IMAGE COLOR SUMMARIZER  —  Batch Results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Image Info;;;;;;Mean Values;;;;;;;;Color 1;;;Color 2;;;Color 3;;;Color 4;;;Color 5;;;
#;URL;Filename;ID;placeInfo/name;W×H;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;HEX;%;Name;HEX;%;Name;HEX;%;Name;HEX;%;Name;HEX;%;Name;Status
395;https://media-cdn.tripadvisor.com/media/photo-o/08/79/b1/1c/kastoria-lake.jpg;kastoria-lake.jpg;293316201;Kastoria Lake;843×1500;81,2;76,7;66,9;80;43,6;32,4;31,2;6,2;#060805;50,96;very dark yellow-green;#C5B49E;12,82;pale orange;#7F715E;11,32;orange;#93918F;8,53;grey;#46433A;8,52;dark orange;✓ OK
396;https://media-cdn.tripadvisor.com/media/photo-o/08/5a/dc/7c/kastoria-lake.jpg;kastoria-lake.jpg;288515189;Kastoria Lake;2000×1328;97,3;118,3;129;166,1;37,8;52,1;46,7;13;#090C0E;27,57;very dark blue-cyan;#698EAE;19,24;blue-cyan;#A2C4D4;16,73;pale blue-cyan;#DFEFE3;16,49;white;#374549;12,28;dark cyan;✓ OK
397;https://media-cdn.tripadvisor.com/media/photo-o/08/2f/e3/b9/kastoria-lake.jpg;kastoria-lake.jpg;283175094;Kastoria Lake;2000×835;99;107,3;106,5;134,5;27,3;47,2;44,2;14,9;#6C7674;28,99;pale cyan;#53603F;22,3;dark yellow-green;#4B4940;16,03;dark yellow-orange;#7A94D2;13,93;light blue-cyan;#1F1C17;10,2;very dark orange;✓ OK
398;https://media-cdn.tripadvisor.com/media/photo-o/08/14/30/20/kastoria-lake.jpg;kastoria-lake.jpg;279440505;Kastoria Lake;960×960;141,3;134,1;123,2;102,5;24,4;57,3;55,2;11,8;#AAA799;20,34;pale yellow-orange;#F0FAEA;19,63;white;#7B7F84;18,74;grey;#3D2723;15,2;dark red;#736355;13,76;red-orange;✓ OK
399;https://media-cdn.tripadvisor.com/media/photo-o/07/cf/42/c0/caption.jpg;caption.jpg;269463476;Kastoria Lake;1536×2048;98,5;102,1;107,9;195,9;12,6;42,5;41,7;4,3;#333840;27,17;dark blue-cyan;#7F838A;18,16;grey;#141617;17,01;very dark blue-cyan;#AAAFB5;15,83;light grey;#5A5E65;14,15;pale blue-cyan;✓ OK
400;https://media-cdn.tripadvisor.com/media/photo-o/07/b6/c1/f5/kastoria-my-place.jpg;kastoria-my-place.jpg;266260848;Kastoria Lake;3072×2304;124,1;146,4;171,4;193,2;27,9;68,1;59,4;18,5;#6883A3;24,29;blue-cyan;#586A72;20,52;pale blue-cyan;#9FBAFD;18,63;light blue-cyan;#BFDBF9;15,51;pale blue-cyan;#8A8D87;10,89;grey;✓ OK
401;https://media-cdn.tripadvisor.com/media/photo-o/07/a7/f4/27/my-parents-city.jpg;my-parents-city.jpg;264333420;Kastoria Lake;720×540;50,2;69,9;80,7;141;47,9;33,9;27,7;13,8;#090B08;45,1;very dark yellow-green;#4372A1;18,78;blue-cyan;#86C2DF;12,07;light blue-cyan;#414535;11,23;dark yellow-green;#284961;9,34;blue-cyan;✓ OK
402;https://media-cdn.tripadvisor.com/media/photo-o/06/f0/45/26/kastoria-lake.jpg;kastoria-lake.jpg;240938622;Kastoria Lake;1999×1328;138;137,8;136,3;114;16,5;57,9;56,2;8,3;#B1BFD5;21,46;pale blue-cyan;#D8D5CA;18,56;very light grey;#9E998F;17,41;pale orange;#726F6C;16,62;grey;#463C33;14,19;dark red-orange;✓ OK
403;https://media-cdn.tripadvisor.com/media/photo-o/06/e8/62/11/caption.jpg;caption.jpg;240078016;Kastoria Lake;2064×1161;132;131,4;126,2;109,2;16,8;54,3;54,1;7,4;#979A9A;29,66;light grey;#7C756C;22,79;pale orange;#C3C9CE;20,27;very light grey;#55483A;15,03;dark orange;#191914;8,31;very dark yellow;✓ OK
404;https://media-cdn.tripadvisor.com/media/photo-o/06/91/b4/21/kastoria-lake.jpg;kastoria-lake.jpg;229060381;Kastoria Lake;2000×1498;118;138,5;148,2;176;30,2;60;55,3;13,1;#90A7B9;27,52;pale blue-cyan;#D6E2E9;21,43;pale blue-cyan;#5880A5;18,81;blue-cyan;#545C5D;12,87;dark cyan;#111A13;11,1;very dark green;✓ OK
405;https://media-cdn.tripadvisor.com/media/photo-o/06/82/20/3e/kastoria-lake.jpg;kastoria-lake.jpg;226970240;Kastoria Lake;2000×1500;110,5;119,5;92,7;92,5;30,8;47,4;47,5;17,3;#424F29;27;dark yellow-green;#222520;18,85;very dark yellow-green;#748643;15,63;yellow-green;#F2F7F5;15,14;white;#6C705D;12,75;pale yellow;✓ OK
406;https://media-cdn.tripadvisor.com/media/photo-o/06/67/58/fa/caption.jpg;caption.jpg;222620443;Kastoria Lake;1632×1224;124,2;124,5;122;134,8;11,9;50,9;51,4;5,4;#B8BCBF;22,4;light grey;#8F9398;20,45;grey;#726D69;19,26;grey;#4E4C44;15,89;dark yellow-orange;#282B25;13,15;very dark yellow-green;✓ OK
407;https://media-cdn.tripadvisor.com/media/photo-o/06/1d/3b/af/kastoria-lake.jpg;kastoria-lake.jpg;213169000;Kastoria Lake;2000×1125;157,5;160,9;159,2;157,3;13,4;65,3;64,4;6,1;#E9F0F0;32,99;white;#BCC8CB;25,89;very light grey;#29282A;16;very dark grey;#4E4D45;11;dark yellow-orange;#674E35;7,74;orange;✓ OK
408;https://media-cdn.tripadvisor.com/media/photo-o/05/c2/c7/05/kastoria-lake.jpg;kastoria-lake.jpg;202271864;Kastoria Lake;2000×1125;119,2;123;119,9;134,9;11,3;49,4;50,4;4,8;#7A8181;37,07;grey;#BFBEB6;24,25;light grey;#647076;13,77;pale blue-cyan;#171B15;12,84;very dark yellow-green;#444641;8,91;dark grey;✓ OK
409;https://media-cdn.tripadvisor.com/media/photo-o/05/bb/b1/73/kastoria-lake.jpg;kastoria-lake.jpg;201508679;Kastoria Lake;2000×1124;126,3;127,8;125,7;121,5;7,7;51,1;52,3;3,5;#484A47;24,48;dark grey;#B4B5B8;19,86;light grey;#8D8E8D;16,13;grey;#686863;15,69;grey;#EAEAE8;12,14;very light grey;✓ OK
410;https://media-cdn.tripadvisor.com/media/photo-o/05/6a/c6/b9/kastoria-lake.jpg;kastoria-lake.jpg;194744462;Kastoria Lake;900×538;136,8;143;144,1;119,2;21,2;60,3;58;9,5;#BFB7A8;29,85;pale orange;#7E7E79;18,47;grey;#59758D;18,29;blue-cyan;#F4F6F2;13,16;white;#33485E;12,39;dark blue-cyan;✓ OK
411;https://media-cdn.tripadvisor.com/media/photo-o/05/6a/cc/5e/kastoria-lake.jpg;kastoria-lake.jpg;194743390;Kastoria Lake;960×720;186,3;190,5;192,3;188;3,5;75,5;76,6;2,3;#B5BABA;26,93;light grey;#E8EBED;24,99;very light grey;#A5AAAA;24,46;light grey;#CFD1D7;11,21;very light grey;#8F9396;8,99;grey;✓ OK
412;https://media-cdn.tripadvisor.com/media/photo-w/05/37/c3/8b/kastoria-lake.jpg;kastoria-lake.jpg;189993650;Kastoria Lake;1024×768;155,4;151,3;143,3;61,9;16,8;61,6;61,3;6,6;#F4F6F6;28,59;white;#847F73;22,1;pale orange;#D1D2D2;14,87;very light grey;#54514C;14,75;dark orange;#2E2019;11,9;very dark red-orange;✓ OK
413;https://media-cdn.tripadvisor.com/media/photo-o/04/77/7c/95/kastoria-lake.jpg;kastoria-lake.jpg;174071246;Kastoria Lake;1125×1500;140,1;131,7;125,3;90,9;19,9;56,5;54,8;9,1;#D8DAD9;28,36;very light grey;#6D7574;18,13;grey;#814E3B;16,45;red-orange;#969893;14,47;grey;#574A40;13,52;dark red-orange;✓ OK
414;https://media-cdn.tripadvisor.com/media/photo-o/04/46/08/d0/kastoria-lake.jpg;kastoria-lake.jpg;169588780;Kastoria Lake;600×500;117,7;124,5;123,1;153,9;20,6;50,5;50,1;6,8;#6E777B;26,06;pale blue-cyan;#F7FCFD;18,63;white;#464D50;16;dark blue-cyan;#9AA1A1;15,43;light grey;#101512;13,97;very dark blue-green;✓ OK
415;https://media-cdn.tripadvisor.com/media/photo-o/04/28/35/e8/kastoria-lake.jpg;kastoria-lake.jpg;166595190;Kastoria Lake;2000×1333;145,6;135,2;127,7;95;22;58,5;56;10,1;#E4E9EE;28,42;white;#675E55;19,48;pale orange;#9C9794;15,92;light grey;#332922;15,23;dark red-orange;#957859;10,91;orange;✓ OK
416;https://media-cdn.tripadvisor.com/media/photo-o/03/f8/7c/50/kastoria-lake.jpg;kastoria-lake.jpg;162383633;Kastoria Lake;936×604;145,5;118,4;121,3;153,5;30,6;59,2;51,9;17,1;#85655D;35,53;red;#C09797;21,66;pale red;#977691;16,43;pale violet;#403029;11,22;dark red-orange;#E8E5E8;9,94;very light grey;✓ OK
417;https://media-cdn.tripadvisor.com/media/photo-o/03/61/ed/fa/kastoria-lake.jpg;kastoria-lake.jpg;149514534;Kastoria Lake;2000×1500;99,5;105,9;107,5;153,6;17,9;44,3;43,7;6,9;#5A5E5F;32,64;dark grey;#3F494F;24,24;dark blue-cyan;#6B8294;11,72;blue-cyan;#C6CAC6;11,34;very light grey;#8E8982;11,17;pale orange;✓ OK
418;https://media-cdn.tripadvisor.com/media/photo-s/03/47/d1/ba/the-lake.jpg;the-lake.jpg;148618583;Kastoria Lake;550×412;128,6;136,4;139,2;187,6;10,9;54,9;55,3;4,4;#B6BCC1;21,83;light grey;#5E6970;20,47;pale blue-cyan;#828B8E;18,33;pale blue-cyan;#424A4A;14,78;dark cyan;#DFE3E3;14,33;very light grey;✓ OK
419;https://media-cdn.tripadvisor.com/media/photo-s/03/1a/cf/99/kastoria-lake.jpg;kastoria-lake.jpg;145588115;Kastoria Lake;340×450;111,7;116,6;117,9;132,1;24,9;52,1;48,3;13,9;#595B5B;22,09;dark grey;#BAAF9B;21,82;pale orange;#858C93;18,04;pale blue-cyan;#2B2E31;17,69;very dark blue-cyan;#686139;10,65;yellow-orange;✓ OK
420;https://media-cdn.tripadvisor.com/media/photo-s/02/8b/43/fb/filename-1-jpg-thumbnail0.jpg;filename-1-jpg-thumbnail0.jpg;132474477;Kastoria Lake;550×412;117,6;128;114,2;141;21,3;51,1;51,2;12,1;#3C4F31;22,08;dark yellow-green;#E8E9EC;19,8;very light grey;#28312A;18,51;very dark green;#636B67;14,45;grey;#A2A6A3;13,35;light grey;✓ OK
421;https://media-cdn.tripadvisor.com/media/photo-o/02/6c/d2/47/filename-dsc05081-jpg.jpg;filename-dsc05081-jpg.jpg;127643302;Kastoria Lake;2000×1333;143,1;152,9;151,3;142,5;13,4;62;61,7;7,6;#AEB9BC;21,55;light grey;#D5DEDE;21,43;very light grey;#5F6963;20,29;pale blue-green;#3E473E;14,12;dark green;#869AA7;12,63;pale blue-cyan;✓ OK
422;https://media-cdn.tripadvisor.com/media/photo-w/2a/03/d1/52/caption.jpg;caption.jpg;909506826;Kastoria Outdoors;1024×1365;89,3;123;124,7;171,6;44,5;56,3;48,8;25,1;#5C8DCE;21;blue-cyan;#A1B6C6;20,13;pale blue-cyan;#1A292C;17,62;very dark cyan;#63A553;17,51;green;#566167;15,54;pale blue-cyan;✓ OK
423;https://media-cdn.tripadvisor.com/media/photo-o/0e/2c/be/ff/caption.jpg;caption.jpg;452183181;Kastoria Outdoors;1500×2000;125,4;138,5;142,5;180,3;13,9;56,5;56;6,5;#BBCBD3;25,46;pale blue-cyan;#343F3E;20,02;dark cyan;#828883;16,83;grey;#9CADB7;13,55;pale blue-cyan;#4F5C60;12,87;dark cyan;✓ OK
424;https://media-cdn.tripadvisor.com/media/photo-o/0d/e1/1a/38/lake-of-kastoria.jpg;lake-of-kastoria.jpg;444407634;Kastoria Outdoors;1000×667;161,1;148,6;138,4;81,2;24,6;64,3;60,9;11;#E7DCDA;37,62;very light grey;#3B301D;28,05;dark orange;#E6C2AE;13,63;pale red-orange;#575D54;8,73;dark yellow-green;#96A0A7;8,01;pale blue-cyan;✓ OK
425;https://media-cdn.tripadvisor.com/media/photo-o/0c/77/41/72/caption.jpg;caption.jpg;403761447;Kastoria Outdoors;3264×2448;157,9;169,6;172,2;169,2;14,1;69,8;68;8,9;#D3E1F2;33,13;pale blue-cyan;#A4B3B0;31,44;pale cyan;#616B5B;11,37;pale yellow-green;#687985;9,58;pale blue-cyan;#94887D;7,82;pale red-orange;✓ OK
426;https://media-cdn.tripadvisor.com/media/photo-o/0a/85/0c/62/kastoria-outdoors.jpg;kastoria-outdoors.jpg;353307482;Kastoria Outdoors;2000×1330;99,2;134,7;170;200,8;44,8;67;54,1;23,5;#5A80A5;27,26;blue-cyan;#7AB3EF;19,8;blue-cyan;#9DC3E3;19,58;light blue-cyan;#26496E;13,99;blue-cyan;#192939;12,82;dark blue-cyan;✓ OK
427;https://media-cdn.tripadvisor.com/media/photo-o/0a/69/ce/dd/20150917-125352-largejpg.jpg;20150917-125352-largejpg.jpg;350489123;Kastoria Outdoors;1632×918;109,9;126,1;129;187,5;29,4;54,3;51,1;13,7;#445A5C;32,46;dark cyan;#6F838F;28,57;pale blue-cyan;#BAC7DC;25,04;pale blue-cyan;#4A271D;4,98;dark red;#688A03;4,49;yellow-green;✓ OK
428;https://media-cdn.tripadvisor.com/media/photo-o/0a/4d/34/3d/kastoria-outdoors.jpg;kastoria-outdoors.jpg;346808075;Kastoria Outdoors;800×533;153;154,6;155,8;150,6;13,4;64,6;63,5;7,3;#AAB7C2;22,12;pale blue-cyan;#6E777F;20,85;pale blue-cyan;#C7C5C3;19,89;very light grey;#969C9F;17,7;light grey;#A48E7D;9,98;pale red-orange;✓ OK
429;https://media-cdn.tripadvisor.com/media/photo-w/0a/0e/7b/84/caption.jpg;caption.jpg;340389310;Kastoria Outdoors;1024×768;133,7;137,3;130,7;110,7;12,3;54,5;55,6;5,8;#444A3E;20,58;dark yellow-green;#E2E3E1;19,52;very light grey;#91948C;18,93;grey;#6C6E66;17,78;grey;#B8BEBE;14,46;light grey;✓ OK
430;https://media-cdn.tripadvisor.com/media/photo-o/09/77/cb/73/kastoria-outdoors.jpg;kastoria-outdoors.jpg;325560070;Kastoria Outdoors;2000×1500;115;129,1;141,2;184,5;26,2;57,4;52,5;13,7;#98B0D0;22,71;blue-cyan;#718297;20,05;blue-cyan;#59636F;16,56;pale blue-cyan;#B8C8D8;15,6;pale blue-cyan;#3E4225;14,51;dark yellow;✓ OK
431;https://media-cdn.tripadvisor.com/media/photo-w/23/8a/30/ce/interieur.jpg;interieur.jpg;840004133;Kastorian Byzantine Churches.;1024×1365;125,4;121;117,3;130,1;20,1;52;50,2;9,5;#333838;23,6;dark cyan;#D6D1CF;23,05;very light grey;#6E6A5A;19,13;pale yellow-orange;#A9A299;15,25;pale orange;#57312D;10,33;dark red;✓ OK
432;https://media-cdn.tripadvisor.com/media/photo-m/1280/21/7f/1e/4a/caption.jpg;caption.jpg;820656858;Kastorian Byzantine Churches.;1280×853;138,1;131;121,9;68;17,1;55,4;54,1;8,7;#8F8379;23,52;pale red-orange;#BAAEA3;22,17;pale red-orange;#6B5950;17,77;red-orange;#2E2E2A;15,78;very dark yellow;#FAFBFA;12,26;white;✓ OK
433;https://media-cdn.tripadvisor.com/media/photo-m/1280/21/55/b5/b2/caption.jpg;caption.jpg;817451259;Kastorian Byzantine Churches.;1280×960;156,2;140,9;124,5;65,3;29,2;61,8;58,7;13,6;#D4D5D4;36,99;very light grey;#8A6D52;21,11;red-orange;#62432C;17,03;red-orange;#B3997D;13,59;orange;#27180E;5,67;very dark red-orange;✓ OK
434;https://media-cdn.tripadvisor.com/media/photo-m/1280/19/79/08/22/greece-kastoria.jpg;greece-kastoria.jpg;714947408;Kastorian Byzantine Churches.;1280×960;138,9;108,1;86,2;35,1;38,5;54,6;48;20,8;#935A3F;34,45;red-orange;#A29382;24,44;pale orange;#786554;23,43;red-orange;#423227;12,28;dark red-orange;#E0DCD7;3,07;very light grey;✓ OK
435;https://media-cdn.tripadvisor.com/media/photo-m/1280/18/22/35/bb/photo8jpg.jpg;photo8jpg.jpg;685589492;Kastorian Byzantine Churches.;1280×960;94,5;94,9;91,9;108,5;20,6;40,9;39,1;8,3;#4B423D;29,67;dark red-orange;#272B2E;28,51;very dark blue-cyan;#685F56;20,42;pale orange;#C2EEFD;10,13;pale blue-cyan;#91908B;5,94;grey;✓ OK
436;https://media-cdn.tripadvisor.com/media/photo-o/12/c9/cd/f7/old-church-in-kostur.jpg;old-church-in-kostur.jpg;576447957;Kastorian Byzantine Churches.;2000×1333;134,8;113,5;94,2;54,9;42,2;53,1;47;15,9;#080606;36,24;very dark red;#FEFEFD;30,84;white;#422412;11,35;dark red-orange;#E28B36;11;vivid red-orange;#975424;5,84;red-orange;✓ OK
437;https://media-cdn.tripadvisor.com/media/photo-o/0e/27/0c/45/caption.jpg;caption.jpg;451833353;Kastorian Byzantine Churches.;2000×1500;114,3;108,2;118,6;240,8;18,2;49,8;45,8;10,4;#979FAC;26,93;pale blue-cyan;#777681;24,01;pale blue;#1C181C;17,55;very dark violet;#514950;14,98;dark violet;#934D5A;9,89;red;✓ OK
438;https://media-cdn.tripadvisor.com/media/photo-o/0d/d0/73/91/kastorian-byzantine-churches.jpg;kastorian-byzantine-churches.jpg;442422117;Kastorian Byzantine Churches.;1300×866;186,3;162,6;139,5;48,4;33;73,1;67,5;18;#F7F6F4;36,23;white;#9B6336;15,54;red-orange;#6F5438;13,96;orange;#D4BD9E;13,25;light orange;#BA8B5B;13,11;orange;✓ OK
439;https://media-cdn.tripadvisor.com/media/photo-o/0d/4e/2f/d1/caption.jpg;caption.jpg;427983894;Kastorian Byzantine Churches.;1600×1063;128,1;124,9;119,3;134,1;16,3;52,4;51,9;8,8;#8B8D8B;29,41;grey;#C0BDC3;22,44;light grey;#676860;21,55;grey;#2C2A23;13,69;very dark yellow-orange;#53582C;7,91;dark yellow;✓ OK
440;https://media-cdn.tripadvisor.com/media/photo-o/0d/07/51/fa/st-nicholas-byzantine.jpg;st-nicholas-byzantine.jpg;420438032;Kastorian Byzantine Churches.;2000×1500;121,3;121,7;117,5;114;17,2;51;50,2;8;#5F554B;25,11;dark red-orange;#737778;23,82;grey;#383432;16,68;dark red-orange;#9EB4BA;14,97;pale cyan;#9B866C;10,74;orange;✓ OK
441;https://media-cdn.tripadvisor.com/media/photo-o/0b/c5/74/b1/caption.jpg;caption.jpg;387124088;Kastorian Byzantine Churches.;1152×648;127,7;127,6;121,4;87,3;11,5;51,6;52,7;5,6;#96958D;31,48;grey;#797A74;21,99;grey;#AAAEA9;20,51;light grey;#565752;15;dark grey;#26221F;8,96;very dark red-orange;✓ OK
442;https://media-cdn.tripadvisor.com/media/photo-o/0a/d3/b6/4f/kastoria-city.jpg;kastoria-city.jpg;362211229;Kastorian Byzantine Churches.;1280×719;153,2;151,4;154,1;263,5;9,4;60,5;60,9;1,7;#F5F3F6;25,72;white;#D6D4D7;22,85;very light grey;#0B090C;18,34;very dark blue-violet;#A8A6A9;13,12;light grey;#3B393C;10,17;dark grey;✓ OK
443;https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/de/ee/c1/caption.jpg;caption.jpg;926986698;Mountain Lunatics;1280×576;109,2;122;132,3;144,5;22,7;53,5;49,2;10,9;#D8E1EE;23,99;pale blue-cyan;#41403A;18;dark yellow-orange;#20221E;15,97;very dark yellow-green;#5F5E55;14,88;dark yellow-orange;#436588;13,73;blue-cyan;✓ OK
444;https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/d1/c6/c2/caption.jpg;caption.jpg;925953317;Mountain Lunatics;1280×960;128;129,5;123,5;146,6;29,3;57,5;53,4;17,4;#9F905E;31,95;yellow-orange;#8F96A4;18,2;pale blue-cyan;#535453;17,83;dark grey;#CDD1DC;13,81;very light grey;#1A1917;9,42;very dark orange;✓ OK
445;https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/74/98/f6/caption.jpg;caption.jpg;918928975;Mountain Lunatics;1280×720;123,9;139,5;142,9;119,8;39,3;66,6;57,3;29,9;#6B9DF1;24,26;blue-cyan;#989260;24,24;yellow-orange;#737147;22,21;yellow-orange;#85897B;11,27;pale yellow-green;#8BB8FD;9,92;blue-cyan;✓ OK
446;https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/72/fd/1b/caption.jpg;caption.jpg;918869957;Mountain Lunatics;1280×960;119;126,3;125,9;144,5;20,4;53;51,6;9,3;#566B76;25,56;blue-cyan;#91A2AC;21,01;pale blue-cyan;#CAC8C6;18,06;very light grey;#2D3131;16,15;very dark cyan;#595441;11,59;dark yellow-orange;✓ OK
447;https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/2b/e0/00/caption.jpg;caption.jpg;932755602;Panagia Mavriotissa Monastery;960×1280;91,2;88,3;85,2;117,8;36,6;40,8;36,8;13,4;#140F0C;23,46;very dark red-orange;#513C28;21,29;dark red-orange;#AEBED9;19,16;pale blue-cyan;#81786D;16,17;pale orange;#424452;13,69;dark blue;✓ OK
448;https://media-cdn.tripadvisor.com/media/photo-m/1280/21/ab/49/82/caption.jpg;caption.jpg;822675141;Panagia Mavriotissa Monastery;1280×590;122,2;119,5;126;209,6;12,7;50,8;49,8;5,9;#7F8085;28,09;grey;#AAAAAF;25,11;light grey;#58555B;21,93;dark grey;#25242D;16,32;very dark blue;#FAFAFB;4,75;white;✓ OK
449;https://media-cdn.tripadvisor.com/media/photo-m/1280/21/7d/71/0a/caption.jpg;caption.jpg;820558342;Panagia Mavriotissa Monastery;1280×853;153;148;145,6;117,8;10,9;61,1;60,2;6,1;#FBFCFC;28,47;white;#635E5B;19,6;pale red-orange;#A1A0A1;18,84;light grey;#252222;17,96;very dark red;#898E6F;9,35;pale yellow;✓ OK
450;https://media-cdn.tripadvisor.com/media/photo-w/1a/88/48/49/photo0jpg.jpg;photo0jpg.jpg;737593930;Panagia Mavriotissa Monastery;1024×1365;119;112,7;106,8;74,5;19,6;47,9;46,6;7,7;#38342B;24,61;dark orange;#9E968B;22,3;pale orange;#716B62;21,72;pale orange;#E3E8F3;16,3;white;#191510;10,91;very dark orange;✓ OK
451;https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/52/d8/02/photo3jpg.jpg;photo3jpg.jpg;733361591;Panagia Mavriotissa Monastery;1280×960;110,8;98,2;91,7;91,8;37,6;47,6;41,6;15,7;#553929;26,57;dark red-orange;#201917;23,58;very dark red;#A5907F;19,63;pale red-orange;#889EBC;15,24;blue-cyan;#9F6C41;8,08;red-orange;✓ OK
452;https://media-cdn.tripadvisor.com/media/photo-o/1a/11/b0/eb/img-20191118-110736-largejpg.jpg;img-20191118-110736-largejpg.jpg;727348490;Panagia Mavriotissa Monastery;750×1000;123,5;119,3;107,7;81,6;20,2;50,1;49,3;9,7;#A69C93;32,71;pale red-orange;#6F6357;26,08;pale orange;#2D2E27;21,26;very dark yellow;#D2D7DB;11,16;very light grey;#2D4528;7,08;dark green;✓ OK
453;https://media-cdn.tripadvisor.com/media/photo-o/19/f8/6d/11/img-20191107-094623-largejpg.jpg;img-20191107-094623-largejpg.jpg;725011137;Panagia Mavriotissa Monastery;1152×568;113,9;100,2;92;26,8;19,9;44,7;43,1;8,2;#685A53;22,69;pale red-orange;#7E7067;21,61;pale red-orange;#52463F;18,85;dark red-orange;#97867C;17,28;pale red-orange;#3C322C;11,6;dark red-orange;✓ OK
454;https://media-cdn.tripadvisor.com/media/photo-o/19/09/18/d8/20190825-110932-largejpg.jpg;20190825-110932-largejpg.jpg;704244231;Panagia Mavriotissa Monastery;921×691;108,3;106,5;117,1;219,8;17,9;47,2;44,2;8,8;#6C6772;31,94;pale blue-violet;#484653;26,82;dark blue;#1D1F28;17,86;very dark blue;#F6F9F9;13,51;white;#AEAEB8;8,1;light grey;✓ OK
455;https://media-cdn.tripadvisor.com/media/photo-m/1280/18/fa/e9/8b/img-20190827-wa0028-largejpg.jpg;img-20190827-wa0028-largejpg.jpg;703800335;Panagia Mavriotissa Monastery;1280×960;50,2;45,7;42,9;117,5;21,8;20,1;18,4;4,5;#0E0D0E;48,47;black;#292220;21,89;very dark red;#483E36;12,22;dark red-orange;#70685E;9,8;pale orange;#A29D93;5,45;pale orange;✓ OK
456;https://media-cdn.tripadvisor.com/media/photo-m/1280/18/9f/29/e1/img-20190727-195446-largejpg.jpg;img-20190727-195446-largejpg.jpg;695238800;Panagia Mavriotissa Monastery;1280×720;100,8;107,2;96,6;117,4;24,7;42,9;43,2;9,1;#939594;26,26;grey;#2B361F;18,96;dark yellow-green;#13180F;16,31;very dark yellow-green;#656763;14,7;grey;#D6DCDE;12,96;very light grey;✓ OK
457;https://media-cdn.tripadvisor.com/media/photo-m/1280/17/94/a2/d7/photo1jpg.jpg;photo1jpg.jpg;674925715;Panagia Mavriotissa Monastery;1280×576;134,4;128,9;122,8;106,8;18;54,6;52,6;8,2;#CDBFAD;27,3;pale orange;#18191A;22,09;very dark grey;#4A4C49;17,88;dark grey;#8A8378;15,72;pale orange;#EDF2F8;14,01;white;✓ OK
458;https://media-cdn.tripadvisor.com/media/photo-o/16/fd/25/de/img-20190330-112913-largejpg.jpg;img-20190330-112913-largejpg.jpg;662190224;Panagia Mavriotissa Monastery;1000×750;141,7;146,7;145,4;148,8;18,9;61,3;59;10;#C7DBF0;19,95;pale blue-cyan;#A19C7F;16,72;pale yellow-orange;#97A0A7;16,64;pale blue-cyan;#121317;15,74;very dark blue;#DFDDD2;15,52;very light grey;✓ OK
459;https://media-cdn.tripadvisor.com/media/photo-w/16/1b/d2/20/caption.jpg;caption.jpg;646098701;Panagia Mavriotissa Monastery;1024×1536;156,4;152,5;151,5;113,3;13,7;63,8;62,1;6,7;#ECF3FC;37,36;white;#79746F;19,83;pale orange;#49443B;19,78;dark orange;#A59B95;13,56;pale red-orange;#1E1914;6;very dark orange;✓ OK
460;https://media-cdn.tripadvisor.com/media/photo-m/1280/16/0f/37/38/photo0jpg.jpg;photo0jpg.jpg;645217077;Panagia Mavriotissa Monastery;1280×960;119,8;110,5;100,8;81,4;20,2;47,5;45,8;8,9;#231E1F;25,81;very dark red;#A3998D;19,93;pale orange;#473E33;16,97;dark orange;#796C60;16,64;pale red-orange;#E1C9A9;11,33;pale orange;✓ OK
461;https://media-cdn.tripadvisor.com/media/photo-m/1280/16/0e/10/0e/img-20181111-wa0086-largejpg.jpg;img-20181111-wa0086-largejpg.jpg;645124509;Panagia Mavriotissa Monastery;640×1280;109,5;103,8;102;105,1;15,4;43,9;43,3;5,2;#636160;30,49;dark grey;#403832;21,64;dark red-orange;#86817D;19,23;grey;#EAF2F7;13,76;white;#120E0C;10,37;very dark red-orange;✓ OK
462;https://media-cdn.tripadvisor.com/media/photo-m/1280/16/00/d1/5e/photo0jpg.jpg;photo0jpg.jpg;644209284;Panagia Mavriotissa Monastery;1280×1280;121,6;115;113,5;123,4;13,2;48,7;47,6;5,6;#25242B;21,37;very dark blue;#474244;20,11;dark grey;#6F6460;16,69;pale red-orange;#C1BAB4;15,23;light grey;#9D8E85;15,16;pale red-orange;✓ OK
463;https://media-cdn.tripadvisor.com/media/photo-o/15/e5/10/06/20181227-114759-largejpg.jpg;20181227-114759-largejpg.jpg;642329280;Panagia Mavriotissa Monastery;921×691;61,6;58,5;56,6;111,7;29,8;25,9;23,8;5,8;#070709;57,37;very dark blue;#AD9F8F;11,67;pale orange;#2F2B27;11,49;very dark orange;#E5DDCE;9,42;pale orange;#71695F;8,58;pale orange;✓ OK
